JeNumber,Header Journal Name,PostDate,Description,AcctNum,Amount,Category
5325870,8-2020 Sales Invoices,2019-10-07,"Customer Name: Optimum Media Direction (Thailand) Co., Ltd. Customer Number: 214189 Bill-To Site: 295191 ",50005,1095120.0,Sales Invoices
5325870,8-2020 Sales Invoices,2019-10-07,"Customer Name: Optimum Media Direction (Thailand) Co., Ltd. Customer Number: 214189 Bill-To Site: 295191 ",50005,1111968.0,Sales Invoices
5325870,8-2020 Sales Invoices,2019-10-16,Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site: 295125 ,50005,369720.0,Sales Invoices
4827441,4-2020Deliver ,2019-06-14,Journal Import 2820195:,26035,-2652.52,Deliver
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,179000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,303600.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1440000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,195000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,72000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,490590.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,372600.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1100000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,10054800.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1294400.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,7299999.97,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,508250.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,140000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,3510330.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1080000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1306667.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,250000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,3000000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,7844512.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1075179.29,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,240000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1350000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,1080000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,864000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,290000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,2400000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,5444000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,2640126.56,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,430000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,212502.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,128340.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,6468000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,350000.0,Billing Offset Reclass
4843081,5-2020Billing Reclassification ,2019-07-01,Journal Import 2837313:,51025,20000.0,Billing Offset Reclass
4775155,3-2020External Revenue ,2019-05-01,Journal Import 2728226:,10805,-136167.75,External Revenue
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002172 , Invoice Description : 2019/4497 Lifree top stock , Supplier : W.O.A. Advertising Limited , Supplier Site : NONTHABURI , Invoice Type : Standard ",66055,25100.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002152 , Invoice Description : CMC-Aug 19 , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",66055,4433375.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002154 , Invoice Description : spare delivery Aug 19 , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",66055,48000.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002187 , Invoice Description : 2019/4477 Nesvita , Supplier : Aprint Co.,Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",66055,38720.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002198 , Invoice Description : September'19 , Supplier : Weerachai Adunchroenthong , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-618.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-09,"Invoice Voucher Number : 365100002197 , Invoice Description : Japan Business Trip , Supplier : Kavalur, Vilas , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-2386.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-09,"Invoice Voucher Number : 365100002197 , Invoice Description : Japan Business Trip , Supplier : Kavalur, Vilas , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-835.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002164 , Invoice Description : Rebate 5% for Year 2018",60105,-22500.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002152 , Invoice Description : CMC-Aug 19 , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",60105,-4743711.25,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002198 , Invoice Description : September'19 , Supplier : Weerachai Adunchroenthong , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-403.97,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002198 , Invoice Description : September'19 , Supplier : Weerachai Adunchroenthong , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-124.42,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002132 , Invoice Description : Radio Production and CD Cloning of Sep 2019",60105,-11228.84,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002160 , Invoice Description : QT0161_IDO_medai , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",60105,-12519.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002133 , Invoice Description : Radio Production Sep 2019",60105,-117650.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002200 , Invoice Description : Oct & Sep 2019 , Supplier : Pichamon Jirabovornluk , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-309.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002200 , Invoice Description : Oct & Sep 2019 , Supplier : Pichamon Jirabovornluk , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-245.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-14,"Invoice Voucher Number : 365100002200 , Invoice Description : Oct & Sep 2019 , Supplier : Pichamon Jirabovornluk , Supplier Site : Bangkok , Invoice Type : Standard ",60105,-650.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002188 , Invoice Description : 2019/4463 , Supplier : Aprint Co.,Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",54510,677.6,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-05,"Invoice Voucher Number : 365100002183 , Invoice Description : Office mobile phone fee for Sep-Oct 2019",54510,11798.14,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002192 , Invoice Description : 2019/4336 L'Oreal , Supplier : Aprint Co.,Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",54510,1355.2,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002156 , Invoice Description : Teb installation Aug 19 , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",54510,17013.5,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-01,"Invoice Voucher Number : 365100002191 , Invoice Description : 2019/4472Sunsilk , Supplier : Aprint Co.,Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",54510,4296.6,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002186 , Invoice Description : 2019/4317 Bearbrand poeder , Supplier : Aprint Co.,Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",54510,8008.0,Purchase Invoices
5302019,8-2020 Purchase Invoices,2019-10-15,"Invoice Voucher Number : 365100002157 , Invoice Description : warehouse Aug 19 , Supplier : Idea Orbit Co., Ltd. , Supplier Site : SAMUTPRAKARN , Invoice Type : Standard ",54510,38500.0,Purchase Invoices
5280868,8-2020 Reconciled Payments,2019-10-10,"Payment Cleared , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000926 , Payment Number : 37234 , Payment Date : 10-OCT-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : D-Fully Co Ltd Payment Currency Code THB ",55060,36137.92,Reconciled Payments
5036769,6-2020Credit Memos ,2019-08-06,Credit Reason: Incorrect amount Input Customer Name: Tesco Lotus Retail Growth Freehold Property Fund Customer Number: 214296 Bill-To Site: 295298 ,62510,19624.57,Credit Memos
5036769,6-2020Credit Memos ,2019-08-06,Credit Reason: Incorrect amount Input Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site: 295125 ,62510,50722.0,Credit Memos
5036770,6-2020Sales Invoices ,2019-08-08,Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site: 295117 ,62125,17688.48,Sales Invoices
5036770,6-2020Sales Invoices ,2019-08-16,"Customer Name: Dairy Plus Co., Ltd. Customer Number: 214145 Bill-To Site: 295147 ",62125,10305.0,Sales Invoices
5036770,6-2020Sales Invoices ,2019-08-06,"Customer Name: Siam Furukawa Trading Co.,Ltd. Customer Number: 214209 Bill-To Site: 295211 ",62125,8482.14,Sales Invoices
5036770,6-2020Sales Invoices ,2019-08-06,Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site: 295125 ,62125,17280.0,Sales Invoices
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-1368700.82,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-6250.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-50135.87,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-577500.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-218922.05,External Revenue
4906706,5-2020External Revenue ,2019-07-15,Journal Import 2895442:,10005,-440000.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-313043.48,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-537096.77,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-151167.12,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-1348695.65,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-54000.0,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-195000.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-405247.62,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-723881.74,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-922240.26,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-6250.0,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-6250.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-1288858.7,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-47034.92,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-751304.34,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-876262.3,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-253081.97,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-1168500.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-377459.02,External Revenue
4906706,5-2020External Revenue ,2019-07-16,Journal Import 2895442:,10005,-541935.48,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-257600.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-133928.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-282738.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-515357.14,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-167704.92,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-288000.0,External Revenue
4906706,5-2020External Revenue ,2019-07-01,Journal Import 2895442:,10005,-10032.79,External Revenue
4906706,5-2020External Revenue ,2019-07-31,Journal Import 2895442:,10005,-959844.81,External Revenue
4627647,1-2020Purchase Invoices ,2019-03-12,"Invoice Voucher Number : 365100000650 , Invoice Description : Chang sticker Frame Handle Bar all store , Supplier : Whiteline Media Co., Ltd , Supplier Site : BANGKOK , Invoice Type : Standard ",60105,-561446.12,Purchase Invoices
4720795,2-2020Deliver ,2019-04-10,Journal Import 2624091:,11205,40350.0,Deliver
4720795,2-2020Deliver ,2019-04-18,Journal Import 2624091:,11205,1600.0,Deliver
4720795,2-2020Deliver ,2019-04-10,Journal Import 2624091:,11205,46800.0,Deliver
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2289.52,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1234.64,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4006.66,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,7948.82,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,8585.71,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,617.32,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4629.89,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,15914.13,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,3434.28,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2469.28,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2469.28,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4012.57,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4938.55,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,3162.03,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,11670.36,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,925.98,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1234.64,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1717.14,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,8585.71,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4006.66,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,8585.71,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,5151.42,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,421.6,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1234.64,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1234.64,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,617.32,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1144.76,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,572.38,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,3162.03,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,16975.07,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2951.23,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,5776.26,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4579.04,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,3162.03,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,308.66,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4629.89,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2777.94,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4629.89,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1897.22,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,3162.03,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4243.77,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2289.52,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,4006.66,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,1686.41,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,15914.13,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,10875.23,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,16975.07,Labor Cost
4715591,2-2020Labor Cost ,2019-04-01,Journal Import 2614302:,51040,2740.42,Labor Cost
4755790,3-2020Payments ,2019-05-02,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000375 , Payment Number : 28426 , Payment Date : 02-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Fuji Xerox (Thailand) Co., Ltd. Payment Currency Code THB ",62110,-390.3,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-7392.0,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-2145.0,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-580.8,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-459.36,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-7479.3,Payments
4755790,3-2020Payments ,2019-05-03,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000383 , Payment Number : 28434 , Payment Date : 03-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",62110,-6414.0,Payments
4755790,3-2020Payments ,2019-05-02,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000372 , Payment Number : 28423 , Payment Date : 02-MAY-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : TOT Public Company Limited Payment Currency Code THB ",62110,-801.29,Payments
5319182,8-2020 Deliver,2019-10-15,Journal Import 3227369:,11205,952986.0,Deliver
5319182,8-2020 Deliver,2019-10-15,Journal Import 3227369:,11205,14400.0,Deliver
5319182,8-2020 Deliver,2019-10-08,Journal Import 3227369:,11205,243600.0,Deliver
5319182,8-2020 Deliver,2019-10-08,Journal Import 3227369:,11205,82500.0,Deliver
5319182,8-2020 Deliver,2019-10-04,Journal Import 3227369:,11205,252140.0,Deliver
5319182,8-2020 Deliver,2019-10-04,Journal Import 3227369:,11205,4840.0,Deliver
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66055,-145558.0,Receiving
4932840,5-2020Receiving ,2019-07-08,Journal Import 2911561:,66055,-46645.83,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66055,-6370.0,Receiving
4932840,5-2020Receiving ,2019-07-05,Journal Import 2911561:,66055,-28547.5,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66055,-5400.0,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66055,-635.57,Receiving
4932840,5-2020Receiving ,2019-07-18,Journal Import 2911561:,66055,-981.38,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66055,-123200.0,Receiving
4932840,5-2020Receiving ,2019-07-18,Journal Import 2911561:,66055,-2000.0,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66055,-191400.0,Receiving
4932840,5-2020Receiving ,2019-07-15,Journal Import 2911561:,66055,-351.36,Receiving
4932840,5-2020Receiving ,2019-07-15,Journal Import 2911561:,66055,-429.44,Receiving
4932840,5-2020Receiving ,2019-07-18,Journal Import 2911561:,66055,-800.0,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66055,-9200.0,Receiving
4932840,5-2020Receiving ,2019-07-08,Journal Import 2911561:,66055,-31565.0,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66055,-33132.0,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66055,-123264.0,Receiving
4932840,5-2020Receiving ,2019-07-08,Journal Import 2911561:,66055,-18540.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66055,-3850.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66055,-64800.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,132800.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,18000.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,9350.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,45000.0,Receiving
4932840,5-2020Receiving ,2019-07-08,Journal Import 2911561:,66057,46645.83,Receiving
4932840,5-2020Receiving ,2019-07-09,Journal Import 2911561:,66057,276906.0,Receiving
4932840,5-2020Receiving ,2019-07-18,Journal Import 2911561:,66057,802.95,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66057,123200.0,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66057,9200.0,Receiving
4932840,5-2020Receiving ,2019-07-08,Journal Import 2911561:,66057,31565.0,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66057,33132.0,Receiving
4932840,5-2020Receiving ,2019-07-02,Journal Import 2911561:,66057,5700.0,Receiving
4932840,5-2020Receiving ,2019-07-17,Journal Import 2911561:,66057,6300.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,8100.0,Receiving
4932840,5-2020Receiving ,2019-07-09,Journal Import 2911561:,66057,42300.0,Receiving
4932840,5-2020Receiving ,2019-07-01,Journal Import 2911561:,66057,3850.0,Receiving
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-6150000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-2038333.38,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-2038800.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-474000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1046586.91,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1274500.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1300000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-72000.0,Billing Offset Reclass
