survived,pclass,age,sibsp,parch,fare,adult_male,embark_town,alive,alone,fare_zscore,sex_female,sex_male,"age_cat_(-inf, 12.0]","age_cat_(12.0, 18.0]","age_cat_(18.0, 25.0]","age_cat_(25.0, 30.0]","age_cat_(30.0, 35.0]","age_cat_(35.0, 40.0]","age_cat_(40.0, 45.0]","age_cat_(45.0, 50.0]","age_cat_(50.0, 60.0]","age_cat_(60.0, 70.0]","age_cat_(70.0, 80.0]","age_cat_(80.0, inf]",embarked_C,embarked_None,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Missing
0,3,33.0,0,0,7.8958,1,Cherbourg,no,1,-0.8251232888462876,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,20.0,0,0,7.05,1,Southampton,no,1,-0.938099135222973,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,47.0,1,0,14.5,0,Southampton,no,0,-0.21906254102014242,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,29.0,1,0,26.0,0,Southampton,yes,0,0.3631974153869037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,25.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,23.0,0,0,15.0458,1,Cherbourg,no,1,-0.18221911456501044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,19.0,0,2,26.2833,0,Southampton,yes,0,0.3740033083227997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,37.0,1,0,53.1,1,Southampton,no,0,1.0752137185621284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,16.0,0,0,9.2167,1,Southampton,no,1,-0.670884333732923,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,24.0,0,0,79.2,1,Cherbourg,no,1,1.4738574479558824,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,33.75,0,2,15.2458,0,Cherbourg,no,0,-0.16905211200899004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.75,0,Southampton,yes,1,-0.8437075435148569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,24.0,1,0,15.85,0,Southampton,yes,0,-0.13029900959068055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,19.0,0,0,6.75,1,Queenstown,no,1,-0.9814585511518666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,18.0,0,0,11.5,1,Southampton,no,1,-0.45019412027946865,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,19.0,1,1,36.75,1,Southampton,no,0,0.7082388512649428,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,27.0,0,0,7.7958,1,Southampton,yes,1,-0.8378322917026849,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,9.0,2,2,34.375,0,Southampton,no,0,0.641623295578127,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,36.5,0,2,26.0,1,Southampton,no,0,0.3631974153869037,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,42.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,51.0,0,0,12.525,1,Southampton,no,1,-0.36506130295070677,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,22.0,1,0,66.6,0,Southampton,yes,0,1.3010865777360319,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,55.5,0,0,8.05,1,Southampton,no,1,-0.8058380764704022,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,40.5,0,2,14.5,1,Southampton,no,0,-0.21906254102014242,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,7.3125,1,Southampton,no,1,-0.9016472111488505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,51.0,0,1,61.3792,1,Cherbourg,no,0,1.2196889818538266,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,16.0,0,0,7.7333,0,Queenstown,yes,1,-0.8458584718345191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,30.0,0,0,8.05,1,Southampton,no,1,-0.8058380764704022,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,8.6625,1,Southampton,no,1,-0.7327187712995227,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,8,2,69.55,1,Southampton,no,0,1.3443026381262946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,44.0,0,1,16.1,1,Southampton,no,0,-0.1146944744144217,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,40.0,0,0,15.75,0,Southampton,yes,1,-0.1366098499434618,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,26.0,0,0,7.775,1,Southampton,no,1,-0.8404962381715625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,17.0,0,0,8.6625,1,Southampton,no,1,-0.7327187712995227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,1.0,4,1,39.6875,0,Southampton,no,0,0.7849146243845684,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,9.0,0,2,20.525,0,Southampton,yes,0,0.12742801223932962,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,31.71656050955414,0,1,55.0,0,Southampton,yes,0,1.1102683545306369,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,45.0,1,4,27.9,0,Southampton,no,0,0.4335236950698412,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,32.60830860534124,0,0,25.925,1,Southampton,no,1,0.3603169816633388,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,56.4958,1,Southampton,no,1,1.1370239058726157,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,61.0,0,0,33.5,1,Southampton,no,1,0.6159137087737226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,4.0,4,1,29.125,0,Queenstown,no,0,0.47636971043102355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,1.0,1,1,11.1333,0,Southampton,yes,0,-0.4825068658890095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.925,1,Southampton,no,1,-0.821442611646661,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,56.0,0,0,30.6958,1,Cherbourg,no,1,0.5287467983303905,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,3,18.0,1,1,7.8542,1,Southampton,no,0,-0.8303905713178548,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,3,1,25.4667,1,Southampton,no,0,0.342532499960023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,50.0,0,0,28.7125,0,Cherbourg,no,1,0.4621465983990871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,30.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,36.0,0,0,0.0,1,Southampton,no,1,-2.88548142265613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,31.71656050955414,8,2,69.55,0,Southampton,no,0,1.3443026381262946,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,34.9609375,0,0,15.05,1,Cherbourg,no,1,-0.18194081262882333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,9.0,4,2,31.3875,0,Southampton,no,0,0.5509662726460486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,2,1.0,2,1,39.0,0,Southampton,yes,0,0.7674905052029977,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,3,4.0,0,2,22.025,0,Southampton,yes,0,0.1977586449809581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,1,32.60830860534124,0,0,50.0,1,Southampton,no,1,1.0152336738307164,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,25.136363636363637,1,0,15.5,0,Queenstown,yes,0,-0.152563941458876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,45.0,0,0,26.55,1,Southampton,yes,1,0.38407011650614753,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,40.0,1,1,15.5,1,Queenstown,no,0,-0.152563941458876,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,36.0,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,32.0,0,0,13.0,0,Southampton,yes,1,-0.3279461866690772,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,19.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,19.0,1,0,7.8542,0,Southampton,yes,0,-0.8303905713178548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,3.0,1,1,26.0,0,Southampton,yes,0,0.3631974153869037,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,44.0,0,0,27.7208,0,Cherbourg,yes,1,0.4270986659011525,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,58.0,0,0,146.5208,0,Cherbourg,yes,1,2.087270304700096,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,39.5,0,0,7.75,1,Queenstown,no,1,-0.8437075435148569,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,42.0,0,1,8.4042,1,Southampton,no,0,-0.7629030527365633,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,25.136363636363637,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,24.0,0,0,13.0,0,Southampton,no,1,-0.3279461866690772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,28.0,0,0,9.5,1,Southampton,no,1,-0.6406971017980051,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,8,2,69.55,1,Southampton,no,0,1.3443026381262946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,34.0,0,0,6.4958,1,Southampton,no,1,-1.0197342830731029,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,45.5,0,0,7.225,1,Cherbourg,no,1,-0.9136503932960387,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,18.0,0,0,8.05,1,Southampton,yes,1,-0.8058380764704022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,2.0,0,1,10.4625,0,Southampton,no,0,-0.5444704192260262,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,3,32.0,1,0,15.85,1,Southampton,no,0,-0.13029900959068055,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,26.0,0,0,18.7875,1,Cherbourg,yes,1,0.0392317868653876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,16.0,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,40.0,0,0,31.0,1,Cherbourg,yes,1,0.5385796605971048,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,3,24.0,0,0,7.05,1,Southampton,no,1,-0.938099135222973,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,35.0,0,0,21.0,0,Southampton,yes,1,0.15024066229642474,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.25,1,Southampton,no,1,-0.9102061430761234,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,30.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,39.5,1,0,7.75,1,Queenstown,no,0,-0.8437075435148569,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,31.0,1,0,113.275,0,Cherbourg,yes,0,1.8306652779495596,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,3,27.0,0,0,7.925,0,Southampton,yes,1,-0.821442611646661,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,42.0,1,0,27.0,1,Southampton,no,0,0.40082865296009496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,32.0,0,0,76.2917,0,Cherbourg,yes,1,1.4365534421685537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,30.0,0,0,10.5,1,Southampton,no,1,-0.5409029397595562,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,16.0,0,0,8.05,1,Southampton,yes,1,-0.8058380764704022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,27.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,51.0,0,0,8.05,1,Southampton,no,1,-0.8058380764704022,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,38.0,1,0,90.0,1,Southampton,yes,0,1.6013213103594335,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,22.0,0,0,9.35,1,Southampton,no,1,-0.6565665526404575,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,19.0,0,0,10.5,1,Southampton,yes,1,-0.5409029397595562,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,20.5,0,0,7.25,1,Southampton,no,1,-0.9102061430761234,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,18.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,31.71656050955414,3,1,25.4667,0,Southampton,no,0,0.342532499960023,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,35.0,1,0,83.475,0,Southampton,yes,0,1.526276376042065,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,29.0,0,0,7.775,1,Southampton,no,1,-0.8404962381715625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,59.0,0,0,13.5,1,Southampton,no,1,-0.29031494909588595,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,5.0,4,2,31.3875,0,Southampton,yes,0,0.5509662726460486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,24.0,0,0,10.5,1,Southampton,no,1,-0.5409029397595562,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,31.71656050955414,0,0,7.55,0,Southampton,no,1,-0.8697772493073065,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,44.0,1,0,26.0,1,Southampton,no,0,0.3631974153869037,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,8.0,0,2,26.25,0,Southampton,yes,0,0.37273920539989586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,2,19.0,0,0,10.5,1,Southampton,no,1,-0.5409029397595562,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,33.0,0,0,12.275,1,Southampton,no,1,-0.3851649969932736,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,33.75,1,0,14.4542,0,Cherbourg,no,0,-0.22221701607189315,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,25.136363636363637,1,0,15.5,0,Queenstown,yes,0,-0.152563941458876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,29.0,0,0,10.5,1,Southampton,no,1,-0.5409029397595562,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.125,1,Southampton,no,1,-0.9275476140378919,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,7.225,1,Cherbourg,no,1,-0.9136503932960387,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,44.0,2,0,90.0,1,Queenstown,no,0,1.6013213103594335,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,25.0,0,0,7.775,0,Southampton,no,1,-0.8404962381715625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,24.0,0,2,14.5,0,Southampton,yes,0,-0.21906254102014242,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,37.0,1,1,52.5542,1,Southampton,yes,0,1.0649116732572408,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,54.0,1,0,26.0,1,Southampton,no,0,0.3631974153869037,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,7.25,1,Southampton,no,1,-0.9102061430761234,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,29.0,1,1,10.4625,0,Southampton,no,0,-0.5444704192260262,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,1,62.0,0,0,26.55,1,Southampton,no,1,0.38407011650614753,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,30.0,1,0,16.1,1,Southampton,no,0,-0.1146944744144217,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,41.0,0,2,20.2125,0,Southampton,no,0,0.11212992990888197,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,29.0,0,2,15.2458,0,Cherbourg,yes,0,-0.16905211200899004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,33.75,0,0,79.2,0,Cherbourg,yes,1,1.4738574479558824,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,30.0,0,0,86.5,0,Southampton,yes,1,1.5617707084838077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,35.0,0,0,512.3292,0,Cherbourg,yes,1,3.335451900043983,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,50.0,0,1,26.0,0,Southampton,yes,0,0.3631974153869037,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,39.5,0,0,7.75,1,Queenstown,no,1,-0.8437075435148569,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,3.0,4,2,31.3875,0,Southampton,yes,0,0.5509662726460486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,1,52.0,1,1,79.65,1,Southampton,no,0,1.4795068083782223,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
